locus_tag	ftype	length_bp	gene	EC_number	COG	product
LFT_02214	CDS	297	ihfB		COG0776	Integration host factor subunit beta
LFT_02215	CDS	942				hypothetical protein
LFT_02216	CDS	1776	rpsA		COG0539	30S ribosomal protein S1
LFT_02217	CDS	768				hypothetical protein
LFT_02218	CDS	786				hypothetical protein
LFT_02219	CDS	465				hypothetical protein
LFT_02220	CDS	441	zur		COG0735	Zinc uptake regulation protein
LFT_02221	CDS	621				hypothetical protein
LFT_02222	CDS	3084	mdtC_2			Multidrug resistance protein MdtC
LFT_02223	CDS	501				hypothetical protein
LFT_02224	CDS	1083	pcnB	2.7.7.19		Poly(A) polymerase I
LFT_02225	CDS	1632	bepA_6	3.4.-.-		Beta-barrel assembly-enhancing protease
LFT_02226	CDS	948	ppx2	3.6.1.11	COG0248	Exopolyphosphatase 2
LFT_02227	CDS	360				hypothetical protein
LFT_02228	CDS	2142	recG	3.6.4.12		ATP-dependent DNA helicase RecG
LFT_02229	CDS	387	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
LFT_02230	CDS	189				hypothetical protein
LFT_02231	CDS	252				hypothetical protein
LFT_02232	CDS	1377	petB_2			Cytochrome b6
LFT_02233	CDS	930	petC_2	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
LFT_02234	CDS	798	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
LFT_02235	CDS	1173				hypothetical protein
LFT_02236	CDS	1146				hypothetical protein
LFT_02237	CDS	2532	mutS		COG0249	DNA mismatch repair protein MutS
LFT_02238	CDS	258				hypothetical protein
LFT_02239	CDS	792				hypothetical protein
LFT_02240	CDS	1557	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
LFT_02241	CDS	402	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
LFT_02242	CDS	768	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
LFT_02243	CDS	1236		3.4.24.-	COG0612	putative zinc protease
LFT_02244	CDS	120				hypothetical protein
LFT_02245	CDS	2142	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
LFT_02246	CDS	270	rpsO			30S ribosomal protein S15
LFT_02247	CDS	978	truB	5.4.99.25		tRNA pseudouridine synthase B
LFT_02248	CDS	396	rbfA			Ribosome-binding factor A
LFT_02249	CDS	300				hypothetical protein
LFT_02250	CDS	2625	infB			Translation initiation factor IF-2
LFT_02251	CDS	1449	nusA			Transcription termination/antitermination protein NusA
LFT_02252	CDS	459				hypothetical protein
LFT_02253	CDS	603				hypothetical protein
LFT_02254	CDS	981	cheV		COG0784	Chemotaxis protein CheV
LFT_02255	tRNA	76				tRNA-Thr(tgt)
LFT_02256	CDS	978				hypothetical protein
LFT_02257	CDS	828		2.7.4.-	COG2326	Polyphosphate:AMP/ADP phosphotransferase
LFT_02258	CDS	318				hypothetical protein
LFT_02259	CDS	792	pppA		COG1989	Prepilin peptidase PppA
LFT_02260	CDS	474				hypothetical protein
LFT_02261	CDS	996			COG1702	PhoH-like protein
LFT_02262	CDS	1584	rny_1	3.1.-.-		Ribonuclease Y
LFT_02263	CDS	510	ybeY	3.1.-.-		Endoribonuclease YbeY
LFT_02264	CDS	930	ftsY		COG0552	Signal recognition particle receptor FtsY
LFT_02265	CDS	873	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
LFT_02266	CDS	255				hypothetical protein
LFT_02267	CDS	1899	uvrC		COG0322	UvrABC system protein C
LFT_02268	CDS	2643				hypothetical protein
LFT_02269	CDS	468				hypothetical protein
LFT_02270	CDS	1389	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
LFT_02271	CDS	714				hypothetical protein
LFT_02272	CDS	1794	metH_1	2.1.1.13	COG0646	Methionine synthase
LFT_02273	CDS	657	metH_2	2.1.1.13	COG0646	Methionine synthase
LFT_02274	CDS	789	rbn	3.1.26.11		Ribonuclease BN
LFT_02275	CDS	657				hypothetical protein
LFT_02276	CDS	1830	typA		COG1217	GTP-binding protein TypA/BipA 
LFT_02277	CDS	1176	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
LFT_02278	CDS	999				hypothetical protein
LFT_02279	CDS	654				hypothetical protein
LFT_02280	CDS	741	recO			DNA repair protein RecO
LFT_02281	CDS	963	era		COG1159	GTPase Era
LFT_02282	CDS	834				hypothetical protein
LFT_02283	CDS	687				hypothetical protein
LFT_02284	CDS	273				hypothetical protein
LFT_02285	CDS	1476	algA		COG0662	Alginate biosynthesis protein AlgA
LFT_02286	CDS	1404	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
LFT_02287	CDS	402	vhb			Bacterial hemoglobin
LFT_02288	CDS	195				hypothetical protein
LFT_02289	CDS	363				hypothetical protein
LFT_02290	CDS	462				hypothetical protein
LFT_02291	CDS	288				hypothetical protein
LFT_02292	CDS	231				hypothetical protein
LFT_02293	CDS	510	nsrR_2			HTH-type transcriptional repressor NsrR
LFT_02294	CDS	645				hypothetical protein
LFT_02295	CDS	4161	aas	6.2.1.20		Bifunctional protein Aas
LFT_02296	CDS	879	efeU		COG0672	Ferrous iron permease EfeU
LFT_02297	CDS	378				hypothetical protein
LFT_02298	CDS	1689				hypothetical protein
LFT_02299	CDS	666				hypothetical protein
LFT_02300	CDS	507				hypothetical protein
LFT_02301	CDS	810	arsC	1.20.4.4		Arsenate reductase
LFT_02302	CDS	1320	arsB		COG1055	Arsenical pump membrane protein
LFT_02303	CDS	312				hypothetical protein
LFT_02304	CDS	603				hypothetical protein
LFT_02305	CDS	636				hypothetical protein
LFT_02306	CDS	681	mdtC_3			Multidrug resistance protein MdtC
LFT_02307	CDS	1494	mdtC_4			Multidrug resistance protein MdtC
LFT_02308	CDS	1074	swrC_3		COG0841	Swarming motility protein SwrC
LFT_02309	CDS	378				hypothetical protein
LFT_02310	CDS	717				hypothetical protein
LFT_02311	CDS	1686	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
LFT_02312	CDS	618	lexA_1	3.4.21.88		LexA repressor
LFT_02313	CDS	540				hypothetical protein
LFT_02314	CDS	264				hypothetical protein
LFT_02315	CDS	2130				hypothetical protein
LFT_02316	CDS	1071				hypothetical protein
LFT_02317	CDS	531				hypothetical protein
LFT_02318	CDS	2082				hypothetical protein
LFT_02319	CDS	2235	bcsB			Cyclic di-GMP-binding protein
LFT_02320	CDS	2892	bepA_7	3.4.-.-		Beta-barrel assembly-enhancing protease
LFT_02321	CDS	1056				hypothetical protein
LFT_02322	CDS	1491				hypothetical protein
LFT_02323	CDS	522				hypothetical protein
LFT_02324	CDS	882				hypothetical protein
LFT_02325	CDS	2025				hypothetical protein
LFT_02326	CDS	678				hypothetical protein
LFT_02327	CDS	387				hypothetical protein
LFT_02328	CDS	426	tsdA_1	1.8.2.2		Thiosulfate dehydrogenase
LFT_02329	CDS	810	tsdA_2	1.8.2.2	COG3258	Thiosulfate dehydrogenase
LFT_02330	CDS	609				hypothetical protein
LFT_02331	CDS	831				hypothetical protein
LFT_02332	tRNA	75				tRNA-Gly(ccc)
LFT_02333	CDS	213				hypothetical protein
LFT_02334	CDS	972				hypothetical protein
LFT_02335	CDS	1668	sctC_3			Type 3 secretion system secretin
LFT_02336	CDS	1716				hypothetical protein
LFT_02337	CDS	1203	epsF		COG1459	Type II secretion system protein F
LFT_02338	CDS	480	xcpT		COG2165	Type II secretion system protein G
LFT_02339	CDS	1029				hypothetical protein
LFT_02340	CDS	735				hypothetical protein
LFT_02341	CDS	576				hypothetical protein
LFT_02342	CDS	591				hypothetical protein
LFT_02343	CDS	1041				hypothetical protein
LFT_02344	CDS	642				hypothetical protein
LFT_02345	CDS	321				hypothetical protein
LFT_02346	CDS	1182				hypothetical protein
LFT_02347	CDS	327				hypothetical protein
LFT_02348	CDS	1500				hypothetical protein
LFT_02349	CDS	648				hypothetical protein
LFT_02350	CDS	1041				hypothetical protein
LFT_02351	CDS	3108				hypothetical protein
LFT_02352	CDS	474				hypothetical protein
LFT_02353	CDS	243				putative Fe(2+)-trafficking protein
LFT_02354	CDS	813		1.5.5.2	COG0506	Proline dehydrogenase
LFT_02355	CDS	942				hypothetical protein
LFT_02356	CDS	2295				hypothetical protein
LFT_02357	CDS	339	glnB_5		COG0347	Nitrogen regulatory protein P-II
LFT_02358	CDS	1518	nrgA			Ammonium transporter
LFT_02359	CDS	471				hypothetical protein
LFT_02360	CDS	669	lexA_2	3.4.21.88		LexA repressor
LFT_02361	CDS	1446	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
LFT_02362	CDS	1503	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
LFT_02363	CDS	1920	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
LFT_02364	CDS	303	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
LFT_02365	CDS	510	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
LFT_02366	CDS	561	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
LFT_02367	CDS	1014	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
LFT_02368	CDS	2712	sfrA	1.-.-.-	COG3383	NADPH-Fe(3+) oxidoreductase subunit alpha
LFT_02369	CDS	1854				hypothetical protein
LFT_02370	CDS	507	hndA	1.12.1.3	COG1905	NADP-reducing hydrogenase subunit HndA
LFT_02371	CDS	1272	nqo4	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit 4
LFT_02372	CDS	555	ndhJ	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit J, chloroplastic
LFT_02373	CDS	537	ndhK_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit K, chloroplastic
LFT_02374	CDS	372	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
LFT_02375	CDS	2727	secA		COG0653	Protein translocase subunit SecA
LFT_02376	CDS	951				hypothetical protein
LFT_02377	CDS	342	cutA		COG1324	Divalent-cation tolerance protein CutA
LFT_02378	CDS	867	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
LFT_02379	CDS	102				hypothetical protein
LFT_02380	CDS	393	tlyA	2.1.1.226	COG1189	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
LFT_02381	CDS	1893	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
LFT_02382	CDS	912		2.5.1.10		Farnesyl diphosphate synthase
LFT_02383	CDS	294	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
LFT_02384	CDS	1512	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
LFT_02385	CDS	855	ymdB	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
LFT_02386	CDS	1566	rny_2	3.1.-.-	COG1418	Ribonuclease Y
LFT_02387	CDS	1014			COG2256	putative AAA domain-containing protein
LFT_02388	misc_RNA	180				6S
LFT_02389	CDS	336				hypothetical protein
LFT_02390	CDS	276				hypothetical protein
LFT_02391	CDS	2061				hypothetical protein
LFT_02392	CDS	1104				hypothetical protein
LFT_02393	CDS	771	rsmA	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
LFT_02394	CDS	1689	rnj1	3.1.-.-		Ribonuclease J 1
LFT_02395	CDS	465				hypothetical protein
LFT_02396	CDS	804				hypothetical protein
LFT_02397	CDS	1005	spoIIIE		COG1674	DNA translocase SpoIIIE
LFT_02398	CDS	717	lolA			Outer-membrane lipoprotein carrier protein
LFT_02399	CDS	2808	uvrA		COG0178	UvrABC system protein A
LFT_02400	CDS	909	fieF		COG0053	Ferrous-iron efflux pump FieF
LFT_02401	CDS	1035	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
LFT_02402	CDS	3420				hypothetical protein
LFT_02403	CDS	681				hypothetical protein
LFT_02404	CDS	1158				hypothetical protein
LFT_02405	CDS	978				hypothetical protein
LFT_02406	CDS	723	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
LFT_02407	CDS	777	mlaE_2		COG0767	Intermembrane phospholipid transport system permease protein MlaE
LFT_02408	CDS	957	nfo	3.1.21.2	COG0648	Endonuclease 4
LFT_02409	CDS	972	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
LFT_02410	CDS	1362	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
LFT_02411	CDS	696	phoP_2		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
LFT_02412	CDS	429	mec	3.13.1.6	COG1310	CysO-cysteine peptidase
LFT_02413	CDS	804	moeZ		COG0476	putative adenylyltransferase/sulfurtransferase MoeZ
LFT_02414	CDS	243				hypothetical protein
LFT_02415	CDS	282	cysO		COG1977	Sulfur carrier protein CysO
LFT_02416	CDS	1281	thrC_2	4.2.3.1	COG0498	Threonine synthase
LFT_02417	CDS	681	ttuC	2.7.7.80	COG0476	Sulfur carrier protein adenylyltransferase
LFT_02418	CDS	939	cysK	2.5.1.47		Cysteine synthase
LFT_02419	CDS	231				hypothetical protein
LFT_02420	CDS	1257	ahcY	3.3.1.1	COG0499	Adenosylhomocysteinase
LFT_02421	CDS	1158	metK	2.5.1.6		S-adenosylmethionine synthase
LFT_02422	misc_RNA	62				SAM-II_long_loops
LFT_02423	CDS	1209	intS		COG0582	Prophage integrase IntS
LFT_02424	CDS	669				hypothetical protein
LFT_02425	CDS	216				hypothetical protein
LFT_02426	CDS	786				hypothetical protein
LFT_02427	CDS	987				hypothetical protein
LFT_02428	CDS	408				hypothetical protein
LFT_02429	CDS	261				hypothetical protein
LFT_02430	CDS	354				hypothetical protein
LFT_02431	CDS	147				hypothetical protein
LFT_02432	CDS	303				hypothetical protein
LFT_02433	CDS	405				hypothetical protein
LFT_02434	CDS	588				hypothetical protein
LFT_02435	CDS	264				hypothetical protein
LFT_02436	tRNA	76				tRNA-Ala(ggc)
LFT_02437	CDS	576				hypothetical protein
LFT_02438	CDS	1380	hemN	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
LFT_02439	CDS	1071	hemE	4.1.1.37		Uroporphyrinogen decarboxylase
LFT_02440	CDS	831	cbiX	4.99.1.3	COG2138	Sirohydrochlorin cobaltochelatase
LFT_02441	CDS	774				hypothetical protein
LFT_02442	CDS	294	arnE			4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
LFT_02443	CDS	1239				hypothetical protein
LFT_02444	CDS	1440				hypothetical protein
LFT_02445	CDS	909	ispH2	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 2
LFT_02446	CDS	1011	auaH_2	1.1.1.394		Aurachin B dehydrogenase
LFT_02447	CDS	699				hypothetical protein
LFT_02448	CDS	1341				hypothetical protein
LFT_02449	CDS	789				hypothetical protein
LFT_02450	CDS	2052	shc	4.2.1.129	COG1657	Squalene--hopene cyclase
LFT_02451	CDS	594				IS1595 family transposase ISDeor1
LFT_02452	CDS	600				hypothetical protein
LFT_02453	CDS	309				hypothetical protein
LFT_02454	CDS	528				hypothetical protein
LFT_02455	CDS	219				hypothetical protein
LFT_02456	CDS	816	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
LFT_02457	CDS	693			COG0325	Pyridoxal phosphate homeostasis protein
LFT_02458	CDS	651				hypothetical protein
LFT_02459	CDS	1173	ftsZ			Cell division protein FtsZ
LFT_02460	CDS	1278	ftsA		COG0849	Cell division protein FtsA
LFT_02461	CDS	861				hypothetical protein
LFT_02462	CDS	948	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
LFT_02463	CDS	852	murB	1.3.1.98		UDP-N-acetylenolpyruvoylglucosamine reductase
LFT_02464	CDS	1395	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
LFT_02465	CDS	1116	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
LFT_02466	CDS	1191	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
LFT_02467	CDS	915	murD_1	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
LFT_02468	CDS	585	murD_2	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
LFT_02469	CDS	1074	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
LFT_02470	CDS	1488	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
LFT_02471	CDS	1323	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
LFT_02472	CDS	1737	spoVD		COG0768	Stage V sporulation protein D
LFT_02473	CDS	276				hypothetical protein
LFT_02474	CDS	924	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
LFT_02475	CDS	447	mraZ			Transcriptional regulator MraZ
LFT_02476	CDS	243				hypothetical protein
LFT_02477	CDS	543				hypothetical protein
LFT_02478	CDS	462	ahpE	1.11.1.15	COG1225	Alkyl hydroperoxide reductase E
LFT_02479	CDS	918	sucD_1	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
LFT_02480	CDS	1191	sucC_1	6.2.1.5		Succinate--CoA ligase [ADP-forming] subunit beta
LFT_02481	CDS	1623				hypothetical protein
LFT_02482	CDS	687				hypothetical protein
LFT_02483	CDS	603				hypothetical protein
LFT_02484	CDS	810				hypothetical protein
LFT_02485	CDS	1926	leuC_1	4.2.1.33		3-isopropylmalate dehydratase large subunit
LFT_02486	CDS	153				hypothetical protein
LFT_02487	CDS	987	sucD_2	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
LFT_02488	CDS	1251	sucC_2	6.2.1.4	COG0045	Succinate--CoA ligase [GDP-forming] subunit beta
LFT_02489	tRNA	78				tRNA-Glu(ttc)
LFT_02490	CDS	597				hypothetical protein
LFT_02491	CDS	2244				hypothetical protein
LFT_02492	CDS	570				hypothetical protein
LFT_02493	CDS	1428	norR_6			Anaerobic nitric oxide reductase transcription regulator NorR
LFT_02494	CDS	951	wbgU_1	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
LFT_02495	CDS	513				hypothetical protein
LFT_02496	CDS	1302	wbpA	1.1.1.136	COG0677	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
LFT_02497	CDS	1848	glmS_3	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
LFT_02498	CDS	546	tyrR			Transcriptional regulatory protein TyrR
LFT_02499	CDS	1035	norR_7			Anaerobic nitric oxide reductase transcription regulator NorR
LFT_02500	CDS	3762				hypothetical protein
LFT_02501	CDS	1026	wbgU_2	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
LFT_02502	CDS	1104	rfbD	5.4.99.9		UDP-galactopyranose mutase
LFT_02503	CDS	1905				hypothetical protein
LFT_02504	CDS	324				hypothetical protein
LFT_02505	CDS	1116				hypothetical protein
LFT_02506	CDS	1098				hypothetical protein
LFT_02507	CDS	408	zntR		COG0789	HTH-type transcriptional regulator ZntR
LFT_02508	CDS	1674	merA_3	1.16.1.1	COG1249	Mercuric reductase
LFT_02509	CDS	462				hypothetical protein
LFT_02510	CDS	582	sigE		COG1595	ECF RNA polymerase sigma factor SigE
LFT_02511	CDS	273				hypothetical protein
LFT_02512	CDS	132				hypothetical protein
LFT_02513	CDS	228				hypothetical protein
LFT_02514	CDS	387				hypothetical protein
LFT_02515	CDS	1983				hypothetical protein
LFT_02516	CDS	1344				hypothetical protein
LFT_02517	CDS	858				hypothetical protein
LFT_02518	CDS	1515				hypothetical protein
LFT_02519	CDS	798				hypothetical protein
LFT_02520	CDS	924	icaA	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
LFT_02521	CDS	1185	mshA_4	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
LFT_02522	CDS	1962	mshA_5	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
LFT_02523	CDS	1125	mshA_6	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
LFT_02524	CDS	1512				hypothetical protein
LFT_02525	CDS	507				hypothetical protein
LFT_02526	CDS	1356				hypothetical protein
LFT_02527	CDS	1011				hypothetical protein
LFT_02528	CDS	990				hypothetical protein
LFT_02529	CDS	837				hypothetical protein
LFT_02530	CDS	1323	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
LFT_02531	CDS	924	gtaB_2	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
LFT_02532	CDS	831				hypothetical protein
LFT_02533	CDS	714				hypothetical protein
LFT_02534	CDS	1416	atoC_7		COG2204	Regulatory protein AtoC
LFT_02535	CDS	2046				hypothetical protein
LFT_02536	CDS	1878				hypothetical protein
LFT_02537	CDS	1104				hypothetical protein
LFT_02538	CDS	1056				hypothetical protein
LFT_02539	CDS	1095				hypothetical protein
LFT_02540	CDS	1320				hypothetical protein
LFT_02541	CDS	816				hypothetical protein
LFT_02542	CDS	900				hypothetical protein
LFT_02543	CDS	1830	pglK	7.5.2.5	COG1132	Protein glycosylation K
LFT_02544	CDS	789				hypothetical protein
LFT_02545	CDS	147				hypothetical protein
LFT_02546	CDS	3237	bepA_8	3.4.-.-		Beta-barrel assembly-enhancing protease
LFT_02547	CDS	1518				hypothetical protein
LFT_02548	CDS	888				hypothetical protein
LFT_02549	CDS	696				hypothetical protein
LFT_02550	CDS	1131	rpfG_2	3.1.4.-	COG3437	Cyclic di-GMP phosphodiesterase response regulator RpfG
LFT_02551	CDS	1776	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
LFT_02552	CDS	777	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
LFT_02553	CDS	867	fadB	5.3.3.8		Fatty acid oxidation complex subunit alpha
LFT_02554	CDS	195				hypothetical protein
LFT_02555	CDS	1212				ISAzo13 family transposase ISLsp4
LFT_02556	CDS	2244				hypothetical protein
LFT_02557	CDS	894				hypothetical protein
LFT_02558	CDS	324				hypothetical protein
LFT_02559	CDS	306				hypothetical protein
LFT_02560	CDS	1044	adhC2	1.1.1.2	COG1064	NADP-dependent alcohol dehydrogenase C 2
LFT_02561	CDS	1572	mak1	2.7.1.175		Maltokinase
LFT_02562	CDS	1992	glgE1	2.4.99.16	COG0366	Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase 1
LFT_02563	CDS	636				hypothetical protein
LFT_02564	CDS	1143				hypothetical protein
LFT_02565	CDS	843				hypothetical protein
LFT_02566	CDS	1161				hypothetical protein
LFT_02567	CDS	1017				hypothetical protein
LFT_02568	CDS	1680	treS_1	3.2.1.1	COG0366	Trehalose synthase/amylase TreS
LFT_02569	CDS	1671	treS_2	3.2.1.1	COG0366	Trehalose synthase/amylase TreS
LFT_02570	CDS	2898				hypothetical protein
LFT_02571	CDS	1917	treZ	3.2.1.141	COG0296	Malto-oligosyltrehalose trehalohydrolase
LFT_02572	CDS	1374	gadA	4.1.1.15	COG0076	Glutamate decarboxylase
LFT_02573	CDS	471				hypothetical protein
LFT_02574	CDS	2718				hypothetical protein
LFT_02575	CDS	951	esiB			Secretory immunoglobulin A-binding protein EsiB
LFT_02576	CDS	1278	proP_2			Proline/betaine transporter
LFT_02577	CDS	552	rfbC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
LFT_02578	CDS	900	rfbA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 1
LFT_02579	CDS	1125	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
LFT_02580	CDS	1398	leuC_2	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
LFT_02581	CDS	627	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
LFT_02582	CDS	1089	ydiK		COG0628	Putative transport protein YdiK
LFT_02583	tRNA	76				tRNA-Lys(ttt)
LFT_02584	CDS	648				hypothetical protein
LFT_02585	CDS	1071				hypothetical protein
LFT_02586	CDS	192				hypothetical protein
LFT_02587	CDS	621				hypothetical protein
LFT_02588	CDS	2109			COG2200	putative signaling protein
LFT_02589	CDS	507				hypothetical protein
LFT_02590	CDS	558	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
LFT_02591	CDS	678				hypothetical protein
LFT_02592	CDS	1656				hypothetical protein
LFT_02593	CDS	1353				hypothetical protein
LFT_02594	CDS	414				hypothetical protein
LFT_02595	CDS	207				hypothetical protein
LFT_02596	tRNA	77				tRNA-Arg(tct)
LFT_02597	tRNA	86				tRNA-Leu(cag)
LFT_02598	CDS	897				hypothetical protein
LFT_02599	CDS	384	iscS_2	2.8.1.7		Cysteine desulfurase IscS
LFT_02600	CDS	678	iscS_3	2.8.1.7	COG1104	IscS-like cysteine desulfurase
LFT_02601	CDS	594				hypothetical protein
LFT_02602	CDS	1083				hypothetical protein
LFT_02603	CDS	447	yccU		COG1832	putative protein YccU
LFT_02604	CDS	888	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
LFT_02605	CDS	576		1.11.1.15		Peroxiredoxin
LFT_02606	CDS	924	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
LFT_02607	CDS	930				hypothetical protein
LFT_02608	CDS	579				hypothetical protein
LFT_02609	CDS	2226				hypothetical protein
LFT_02610	CDS	645				hypothetical protein
LFT_02611	CDS	639				hypothetical protein
LFT_02612	CDS	639				hypothetical protein
LFT_02613	CDS	609				hypothetical protein
LFT_02614	CDS	2013	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
LFT_02615	CDS	1704	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
LFT_02616	CDS	618	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
LFT_02617	CDS	678				hypothetical protein
LFT_02618	CDS	669				hypothetical protein
LFT_02619	CDS	1998	potE			Putrescine transporter PotE
LFT_02620	CDS	1599	sasA_7	2.7.-.-		Adaptive-response sensory-kinase SasA
LFT_02621	CDS	636	degU		COG2197	Transcriptional regulatory protein DegU
LFT_02622	CDS	1272				hypothetical protein
LFT_02623	CDS	1293				hypothetical protein
LFT_02624	CDS	312				hypothetical protein
LFT_02625	CDS	453				hypothetical protein
LFT_02626	CDS	1101				hypothetical protein
LFT_02627	CDS	471		1.8.5.4	COG0446	Sulfide-quinone reductase
LFT_02628	CDS	849		1.8.5.4	COG0446	Sulfide-quinone reductase
LFT_02629	CDS	132				hypothetical protein
LFT_02630	CDS	1140	cydB_2	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
LFT_02631	CDS	1605	cydA_2	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
LFT_02632	CDS	1365	norR_8			Anaerobic nitric oxide reductase transcription regulator NorR
LFT_02633	CDS	717				hypothetical protein
LFT_02634	CDS	216				hypothetical protein
LFT_02635	CDS	687	fic_2	2.7.7.-	COG3177	Protein adenylyltransferase SoFic
LFT_02636	tRNA	76				tRNA-Met(cat)
LFT_02637	CDS	1521	mdtD_2			Putative multidrug resistance protein MdtD
LFT_02638	CDS	1338	bchR_2	2.1.1.331	COG1032	Bacteriochlorophyllide d C-12(1)-methyltransferase
LFT_02639	CDS	195				hypothetical protein
LFT_02640	CDS	366				hypothetical protein
LFT_02641	CDS	837	sat_2	2.7.7.4	COG2046	Sulfate adenylyltransferase
